名稱,類別,基礎ATK/DEF,基礎穩定度,屬性分類,屬性名稱,屬性值1,屬性值2,說明
,,,,,map,托魯巴斯草原,,
,,,,,dye,B46,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,C46,,
,,,,obtain,type,boss,,
,,,,,name,枯木騎士 (賞花 2017),,
,,,,,map,賞花活動會場．山頂,,
,,,,,dye,B?C?,,
,,,,obtain,type,mini_boss,,
,,,,,name,月光波多姆,,
,,,,,map,新月鬼殿．內室,,
,,,,,dye,A?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,C19,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C19,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C83,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A4,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,A4,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,B4,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (3M DL),,
,,,,,map,活動,,
,,,,,dye,C4,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,C4,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,C4,,
,,,,obtain,type,mini_boss,,
,,,,,name,巨型野豬,,
,,,,,map,尼賽爾山,,
,,,,,dye,A?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,B70,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,B84,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,C84,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B67,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C67,,
,,,,obtain,type,boss,,
,,,,,name,闇月假面,,
,,,,,map,周年慶競技場 第3會場,,
,,,,,dye,B71,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,C59,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B32,,
,,,,obtain,type,mobs,,
,,,,,name,拉瓦卡,,
,,,,,map,萊卡平原,,
,,,,,dye,A?,,
,,,,obtain,type,mobs,,
,,,,,name,拉瓦卡,,
,,,,,map,廢棄的寺院街,,
,,,,,dye,A?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,A51,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A51,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,A51,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,B51,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,B51,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,C51,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C51,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,A3,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B3,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B3,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,C3,,
,,,,obtain,type,boss,,
,,,,,name,重裝魔偶,,
,,,,,map,布萊耶研究所．4號樓,,
,,,,,dye,A48C3,,
,,,,obtain,type,mini_boss,,
,,,,,name,大果怪,,
,,,,,map,杜希市集,,
,,,,,dye,C?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,A54,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,A54,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A54,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2018),,
,,,,,map,達加諾平原,,
,,,,,dye,A54,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,B54,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B54,,
,,,,obtain,type,mini_boss,,
,,,,,name,黑魔菇,,
,,,,,map,凱渥斯峽谷,,
,,,,,dye,B54,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2018),,
,,,,,map,達加諾平原,,
,,,,,dye,C54,,
,,,,obtain,type,mini_boss,,
,,,,,name,死靈科隆,,
,,,,,map,維雪蝕刻地．第2區,,
,,,,,dye,C54,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,C54,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,C54,,
,,,,obtain,type,boss,,
,,,,,name,滅基亞 (Easy),,
,,,,,map,"櫻雲城．天守閣頂層 ",,
,,,,,dye,A69,,
,,,,obtain,type,boss,,
,,,,,name,滅基亞 (Nightmare),,
,,,,,map,"櫻雲城．天守閣頂層 ",,
,,,,,dye,A69,,
,,,,obtain,type,boss,,
,,,,,name,滅基亞 (Normal),,
,,,,,map,"櫻雲城．天守閣頂層 ",,
,,,,,dye,A69,,
,,,,obtain,type,boss,,
,,,,,name,滅基亞 (Hard),,
,,,,,map,"櫻雲城．天守閣頂層 ",,
,,,,,dye,A69,,
,,,,obtain,type,mini_boss,,
,,,,,name,超級病死菇,,
,,,,,map,怪物之森．野獸小徑,,
,,,,,dye,B69,,
,,,,obtain,type,mini_boss,,
,,,,,name,放浪魔輪,,
,,,,,map,阿爾堤玫亞宮殿．戴米馬其納格納庫,,
,,,,,dye,A83C69,,
,,,,obtain,type,boss,,
,,,,,name,魔晶獸,,
,,,,,map,月之恩澤山頂,,
,,,,,dye,B68,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,A55,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,C55,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,A56,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B56,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,C56,,
,,,,obtain,type,boss,,
,,,,,name,異界士兵,,
,,,,,map,活動,,
,,,,,dye,B57,,
,,,,obtain,type,boss,,
,,,,,name,戰士米諾陶斯,,
,,,,,map,周年慶競技場 第1會場,,
,,,,,dye,B57,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,B58,,
,,,,obtain,type,boss,,
,,,,,name,勇敢女神古利稀婭,,
,,,,,map,周年慶競技場 第2會場,,
,,,,,dye,C58,,
,,,,obtain,type,boss,,
,,,,,name,暗之將領拜坦蒂斯,,
,,,,,map,活動,,
,,,,,dye,C58,,
,,,,obtain,type,mini_boss,,
,,,,,name,巨型兵,,
,,,,,map,薩哈姆陷落地帶,,
,,,,,dye,B?,,
,,,,obtain,type,boss,,
,,,,,name,虛假黑騎士,,
,,,,,map,彼岸黃泉．最深處,,
,,,,,dye,A35,,
,,,,obtain,type,boss,,
,,,,,name,炎獄的廢棄魔像,,
,,,,,map,活動,,
,,,,,dye,A15,,
,,,,obtain,type,boss,,
,,,,,name,炎獄的廢棄魔像,,
,,,,,map,周年慶競技場 第2會場,,
,,,,,dye,A15,,
,,,,obtain,type,mini_boss,,
,,,,,name,菱紋企鵝老爹,,
,,,,,map,轉生泉．中層,,
,,,,,dye,A12B29,,
,,,,obtain,type,mini_boss,,
,,,,,name,嚴寒雪怪,,
,,,,,map,朋迪冰谷,,
,,,,,dye,A?,,
,,,,obtain,type,boss,,
,,,,,name,慶典魔像2號,,
,,,,,map,活動,,
,,,,,dye,A14,,
,,,,obtain,type,boss,,
,,,,,name,慶典魔像1號,,
,,,,,map,周年慶競技場 第1會場,,
,,,,,dye,A14,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B14,,
,,,,obtain,type,mini_boss,,
,,,,,name,科隆長官,,
,,,,,map,史多姆連通道,,
,,,,,dye,A2,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,A2,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B2,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B2,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,C2,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,C2,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C2,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,A18,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,A18,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B18,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,托魯巴斯草原,,
,,,,,dye,B18,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,C18,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,A11,,
,,,,obtain,type,mini_boss,,
,,,,,name,深紅魔蛙,,
,,,,,map,艾特馬廢墟．第2區,,
,,,,,dye,A?,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,A38,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,A38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,A38,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,A38,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2018),,
,,,,,map,悠爾高原,,
,,,,,dye,A38,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,A38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (3M DL),,
,,,,,map,活動,,
,,,,,dye,A38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,A38,,
,,,,obtain,type,boss,,
,,,,,name,寄生邪凰,,
,,,,,map,賞花活動會場．碼頭 (第3章 Hard),,
,,,,,dye,B38,,
,,,,obtain,type,boss,,
,,,,,name,寄生邪凰,,
,,,,,map,賞花活動會場．碼頭 (第3章 Normal),,
,,,,,dye,B38,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,B38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,B38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,B38,,
,,,,obtain,type,boss,,
,,,,,name,寄生邪凰,,
,,,,,map,賞花活動會場．碼頭 (第3章 Easy),,
,,,,,dye,B38,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,B38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B38,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,B38,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,B38,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,C38,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,C38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,托魯巴斯草原,,
,,,,,dye,C38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,C38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,C38,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,C38,,
,,,,obtain,type,boss,,
,,,,,name,忠實的護衛,,
,,,,,map,活動,,
,,,,,dye,C38,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,C38,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A52,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B52,,
,,,,obtain,type,boss,,
,,,,,name,陽光波多姆,,
,,,,,map,活動,,
,,,,,dye,C52,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,C52,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,A39,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,A39,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,A39,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,A39,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,B39,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,B39,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,B39,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,B39,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,C39,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,C39,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,C39,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,C39,,
,,,,obtain,type,mini_boss,,
,,,,,name,彩雲獸,,
,,,,,map,悠爾高原,,
,,,,,dye,A22B27C46,,
,,,,obtain,type,mini_boss,,
,,,,,name,魔像指揮官,,
,,,,,map,路菲那斯宅邸內．入口,,
,,,,,dye,B22C38,,
,,,,obtain,type,boss,,
,,,,,name,上古女帝,,
,,,,,map,上古女帝陵墓．最深處,,
,,,,,dye,A54C22,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,托魯巴斯草原,,
,,,,,dye,A37,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,A37,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B37,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B37,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,B37,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C37,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C37,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,C37,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A36,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,A36,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,B36,,
,,,,obtain,type,boss,,
,,,,,name,愛利貝 (牛奶巧克力),,
,,,,,map,馬雅蒂拉,,
,,,,,dye,A54B36C3,,
,,,,obtain,type,boss,,
,,,,,name,愛利貝 (甜味),,
,,,,,map,馬雅蒂拉,,
,,,,,dye,A54B36C3,,
,,,,obtain,type,boss,,
,,,,,name,愛利貝 (苦味),,
,,,,,map,馬雅蒂拉,,
,,,,,dye,A54B36C3,,
,,,,obtain,type,boss,,
,,,,,name,愛利貝 (無糖),,
,,,,,map,馬雅蒂拉,,
,,,,,dye,A54B36C3,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,C36,,
,,,,obtain,type,boss,,
,,,,,name,蒙面戰士,,
,,,,,map,莊園開墾地．高臺,,
,,,,,dye,A40,,
,,,,obtain,type,boss,,
,,,,,name,慶典魔像1號,,
,,,,,map,活動,,
,,,,,dye,A40,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,A40,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,A40,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,A40,,
,,,,obtain,type,mini_boss,,
,,,,,name,銀色蘋果 (2015),,
,,,,,map,活動,,
,,,,,dye,A40,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,A40,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,B40,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,B40,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,B40,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,B40,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,C40,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,C40,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,C40,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,C40,,
,,,,obtain,type,mini_boss,,
,,,,,name,奇蹟波多姆,,
,,,,,map,廢棄的寺院．第2區,,
,,,,,dye,A?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,A6,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,A6,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B6,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B6,,
,,,,obtain,type,boss,,
,,,,,name,滅基亞 (Normal),,
,,,,,map,"櫻雲城．天守閣頂層 ",,
,,,,,dye,C6,,
,,,,obtain,type,boss,,
,,,,,name,滅基亞 (Hard),,
,,,,,map,"櫻雲城．天守閣頂層 ",,
,,,,,dye,C6,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,C6,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,托魯巴斯草原,,
,,,,,dye,C6,,
,,,,obtain,type,boss,,
,,,,,name,滅基亞 (Easy),,
,,,,,map,"櫻雲城．天守閣頂層 ",,
,,,,,dye,C6,,
,,,,obtain,type,boss,,
,,,,,name,滅基亞 (Nightmare),,
,,,,,map,"櫻雲城．天守閣頂層 ",,
,,,,,dye,C6,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,A21,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,B21,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,B21,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,C21,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,C21,,
,,,,obtain,type,mini_boss,,
,,,,,name,石動魔兵,,
,,,,,map,左茲達遺跡．異常空間,,
,,,,,dye,B?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (8M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,A20,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,A20,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,A20,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B20,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,C20,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C20,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,A41,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,A41,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,A41,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,A41,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,B41,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,B41,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,B41,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,B41,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,C41,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,C41,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,C41,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,C41,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A16,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,B16,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,C16,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,A42,,
